Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
543,20,10140,7,5,1998,1999,0,144,1127,379,1650,1680,0,0,1680,1,0,2,0,3,1,7,1,78,73,0,0,0,0,0,6,2009,213250
544,120,4058,7,5,1998,1998,182,584,139,0,723,767,0,0,767,1,0,1,0,1,1,4,0,120,40,0,0,0,0,0,6,2007,133000
545,60,17104,7,5,2006,2006,0,554,0,100,654,664,832,0,1496,1,0,2,1,3,1,7,1,100,24,0,0,0,0,0,9,2006,179665
546,50,13837,7,5,1988,1988,178,1002,202,0,1204,1377,806,0,2183,0,0,2,1,4,1,9,0,0,0,0,0,0,0,0,2,2006,229000
547,50,8737,6,7,1923,1950,0,300,0,765,1065,915,720,0,1635,0,0,1,1,3,1,6,1,0,38,0,144,0,0,0,5,2007,210000
548,85,7244,5,7,1970,1970,0,619,0,149,768,768,0,0,768,1,0,1,0,2,1,5,0,104,0,0,0,0,0,0,4,2007,129500
549,20,8235,5,7,1955,1995,0,180,645,0,825,825,0,0,825,1,0,1,0,2,1,4,0,140,50,0,0,0,0,0,6,2008,125000
550,60,9375,7,5,2003,2004,0,0,0,912,912,912,1182,0,2094,0,0,2,1,4,1,8,1,182,182,0,0,0,0,0,11,2009,263000
551,120,4043,6,6,1977,1977,0,559,0,510,1069,1069,0,0,1069,0,0,2,0,2,1,4,0,0,55,0,0,200,0,0,10,2008,140000
552,20,6000,5,6,1957,1957,0,308,0,620,928,928,0,0,928,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,6,2008,112500
553,20,11146,8,5,2006,2006,250,0,0,1709,1709,1717,0,0,1717,0,0,2,0,3,1,7,1,169,39,0,0,0,0,0,7,2009,255500
554,20,8777,4,5,1949,2003,0,0,0,0,0,1126,0,0,1126,0,0,2,0,2,1,5,0,0,96,0,0,0,0,0,5,2009,108000
555,60,10625,7,5,2003,2004,292,866,0,132,998,1006,1040,0,2046,1,0,2,1,3,1,8,1,320,62,0,0,0,0,0,8,2008,284000
556,45,6380,5,6,1922,1950,0,0,0,993,993,1048,0,0,1048,0,0,1,0,2,1,5,1,0,0,116,0,0,0,0,8,2006,113000
557,20,14850,5,5,1957,1957,0,895,0,197,1092,1092,0,0,1092,1,0,1,0,2,1,6,1,268,0,0,0,122,0,0,5,2006,141000
558,50,11040,4,6,1920,1950,0,637,0,0,637,897,439,0,1336,0,0,1,1,3,1,7,0,0,47,120,0,0,0,0,9,2006,108000
559,60,21872,7,5,1996,1997,0,604,0,125,729,729,717,0,1446,0,1,2,1,3,1,6,1,264,22,0,0,0,0,0,8,2008,175000
560,120,3196,7,5,2003,2004,18,0,0,1374,1374,1557,0,0,1557,0,0,2,0,2,1,7,1,143,20,0,0,0,0,0,10,2006,234000
561,20,11341,5,6,1957,1996,180,1302,0,90,1392,1392,0,0,1392,1,0,1,1,3,1,5,1,0,0,0,0,95,0,0,5,2010,121500
562,20,10010,5,5,1974,1975,0,1071,123,195,1389,1389,0,0,1389,1,0,1,0,2,1,6,1,240,38,0,0,0,0,0,4,2006,170000
563,30,13907,5,6,1940,1969,0,290,0,706,996,996,0,0,996,1,0,1,0,3,1,6,1,144,0,0,0,0,0,0,7,2008,108000
564,50,21780,6,7,1918,1950,0,0,0,1163,1163,1163,511,0,1674,0,0,2,0,4,1,8,1,72,36,0,0,144,0,0,7,2008,185000
565,60,13346,7,5,1992,2000,0,728,0,367,1095,1166,1129,0,2295,1,0,2,1,4,1,9,1,0,40,0,0,0,0,0,7,2006,268000
566,70,6858,6,4,1915,1950,0,0,0,806,806,841,806,0,1647,1,0,1,1,4,1,6,0,0,66,136,0,0,0,0,5,2010,128000
567,60,11198,9,5,2005,2007,245,0,0,1122,1122,1134,1370,0,2504,0,0,2,1,4,1,11,1,144,39,0,0,0,0,0,6,2008,325000
568,20,10171,7,5,2004,2004,168,2,0,1515,1517,1535,0,0,1535,0,0,2,0,3,1,7,0,0,0,0,0,0,0,0,3,2010,214000
569,50,12327,8,8,1983,2009,0,1441,0,55,1496,1496,636,0,2132,1,0,1,1,1,1,5,1,349,40,0,0,0,0,0,9,2009,316600
570,90,7032,5,5,1979,1979,0,943,0,0,943,943,0,0,943,1,0,1,0,2,1,4,2,42,0,0,0,0,0,0,12,2006,135960
571,90,13101,5,5,1965,1965,108,231,0,1497,1728,1728,0,0,1728,0,0,2,0,6,2,10,0,0,0,0,0,0,0,0,11,2008,142600
572,20,7332,6,6,1959,1959,207,414,0,450,864,864,0,0,864,1,0,1,0,2,1,4,0,168,0,0,0,0,0,0,10,2006,120000
573,60,13159,7,5,2009,2009,0,0,0,846,846,846,846,0,1692,0,0,2,1,3,1,6,0,208,114,0,0,0,0,0,7,2009,224500
574,80,9967,7,5,2000,2000,0,0,0,384,384,774,656,0,1430,0,0,2,1,3,1,8,1,100,0,0,0,0,0,0,12,2007,170000
575,80,10500,5,7,1971,2005,82,349,0,23,372,576,533,0,1109,0,1,1,0,3,1,5,0,35,0,0,0,0,0,0,12,2007,139000
576,50,8480,5,5,1947,1950,0,442,0,390,832,832,384,0,1216,0,0,1,0,2,1,6,0,158,0,102,0,0,0,0,10,2008,118500
577,50,6292,7,7,1928,1950,0,0,0,861,861,877,600,0,1477,0,1,2,0,3,1,6,1,0,50,0,0,0,0,0,8,2009,145000
578,80,11777,5,6,1966,1966,97,328,551,285,1164,1320,0,0,1320,1,0,1,0,3,1,6,2,160,68,240,0,0,0,0,5,2006,164500
579,160,3604,7,5,2007,2007,0,0,0,689,689,703,689,0,1392,0,0,2,0,2,1,5,0,0,102,0,0,0,0,0,2,2008,146000
580,50,12150,5,5,1954,1954,335,0,0,1050,1050,1050,745,0,1795,0,0,2,0,4,1,7,0,0,0,0,0,0,0,0,11,2008,131500
581,20,14585,6,6,1960,1987,85,594,219,331,1144,1429,0,0,1429,0,1,1,0,3,1,7,2,216,110,0,0,0,0,0,6,2007,181900
582,20,12704,8,5,2008,2009,306,0,0,2042,2042,2042,0,0,2042,0,0,2,1,3,1,8,1,0,90,0,0,0,0,0,8,2009,253293
583,90,11841,6,5,1990,1990,104,816,0,0,816,816,0,0,816,1,0,1,0,3,1,5,0,0,32,0,0,0,0,0,5,2007,118500
584,75,13500,10,9,1893,2000,0,0,0,1237,1237,1521,1254,0,2775,0,0,3,1,3,1,9,1,105,502,0,0,0,0,0,7,2008,325000
585,50,6120,4,7,1935,1995,0,0,0,884,884,989,584,0,1573,0,0,1,0,3,1,6,0,0,0,54,0,120,0,0,7,2009,133000
586,20,11443,8,5,2005,2006,208,1460,0,408,1868,2028,0,0,2028,1,0,2,0,2,1,7,2,326,66,0,0,0,0,0,3,2006,369900
587,30,10267,6,7,1918,2000,0,210,606,0,816,838,0,0,838,1,0,1,0,2,1,5,0,0,0,112,0,0,0,0,5,2008,130000
588,85,8740,5,6,1982,1982,0,672,0,168,840,860,0,0,860,1,0,1,0,2,1,4,0,0,0,0,0,0,0,0,7,2009,137000
589,20,25095,5,8,1968,2003,0,1324,0,113,1437,1473,0,0,1473,2,0,1,0,1,1,5,2,0,48,0,0,60,0,0,6,2009,143000
590,40,9100,5,6,1930,1960,0,0,0,742,742,779,0,156,935,0,0,1,0,2,1,4,0,0,0,0,0,0,0,600,8,2008,79500
591,60,8320,7,5,2004,2004,0,490,0,280,770,770,812,0,1582,0,0,2,1,3,1,6,0,0,45,0,0,0,0,0,9,2008,185900
592,60,13478,10,5,2008,2008,420,1338,0,384,1722,1728,568,0,2296,1,0,2,1,3,1,10,1,382,274,0,0,0,0,0,6,2009,451950
593,20,6600,5,8,1982,2003,0,816,0,0,816,816,0,0,816,1,0,1,0,2,1,4,0,0,0,0,0,0,0,0,6,2008,138000
594,120,4435,6,5,2003,2003,170,685,0,163,848,848,0,0,848,1,0,1,0,1,1,4,0,140,0,0,0,0,0,0,5,2009,140000
595,20,7990,5,6,1975,1975,0,0,0,924,924,924,0,0,924,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,4,2008,110000
596,20,11302,8,5,2005,2006,238,1422,0,392,1814,1826,0,0,1826,1,0,2,0,3,1,7,1,180,75,0,0,120,0,0,8,2006,319000
597,70,3600,6,7,1910,1993,0,0,0,684,684,684,684,0,1368,0,0,1,0,3,1,7,0,0,158,0,0,0,0,0,10,2006,114504
598,120,3922,7,5,2006,2007,72,0,0,1258,1258,1402,0,0,1402,0,2,0,2,2,1,7,1,120,16,0,0,0,0,0,2,2007,194201
599,20,12984,5,6,1977,1977,459,1283,147,0,1430,1647,0,0,1647,1,0,2,0,3,1,7,1,0,0,0,0,0,0,0,3,2006,217500
600,160,1950,6,6,1980,1980,0,81,612,23,716,716,840,0,1556,1,0,2,1,3,1,6,1,161,0,0,0,0,0,0,7,2008,151000
601,60,10927,8,5,2005,2005,280,546,0,512,1058,1058,846,0,1904,1,0,2,1,3,1,8,1,179,60,0,0,0,0,0,6,2006,275000
602,50,9000,6,6,1937,1950,0,0,0,780,780,780,595,0,1375,0,0,1,1,3,1,6,1,0,162,0,0,126,0,0,12,2007,141000
603,60,10041,8,5,1992,1992,0,789,0,119,908,927,988,0,1915,1,0,2,1,3,1,8,1,120,150,0,0,0,0,0,2,2006,220000
604,160,3182,7,5,2004,2005,0,0,0,600,600,600,600,0,1200,0,0,2,1,2,1,4,0,0,172,0,0,0,0,0,6,2010,151000
605,20,12803,7,5,2002,2002,99,922,0,572,1494,1494,0,0,1494,1,0,2,0,3,1,6,1,192,36,0,0,0,0,0,9,2008,221000
606,60,13600,7,6,1965,1990,176,454,0,314,768,1186,800,0,1986,0,0,2,1,3,1,7,3,0,42,0,0,189,0,0,10,2009,205000
607,20,12464,5,5,1996,1996,0,732,0,308,1040,1040,0,0,1040,1,0,1,0,3,1,6,0,168,0,0,0,0,0,0,11,2009,152000
608,20,7800,5,8,1948,2002,0,603,0,293,896,1112,896,0,2008,1,0,3,0,3,1,8,0,103,0,0,0,0,0,0,8,2006,225000
609,70,12168,8,6,1934,1998,0,428,0,537,965,1940,1254,0,3194,0,0,2,1,4,1,10,2,0,0,0,0,0,0,0,9,2007,359100
610,20,7943,4,5,1961,1961,192,903,0,126,1029,1029,0,0,1029,1,0,1,0,3,1,5,0,64,0,39,0,0,0,0,4,2007,118500
611,60,11050,9,5,2000,2000,204,904,0,536,1440,1476,677,0,2153,1,0,2,1,3,1,8,2,253,142,0,0,0,0,0,5,2009,313000
612,80,10395,6,6,1978,1978,233,605,0,427,1032,1032,0,0,1032,0,1,2,0,3,1,6,1,0,0,0,0,0,0,500,7,2007,148000
613,60,11885,8,5,2001,2001,108,990,0,309,1299,1299,573,0,1872,1,0,2,1,3,1,7,1,160,122,0,0,0,0,0,11,2009,261500
614,20,8402,5,5,2007,2007,0,206,0,914,1120,1120,0,0,1120,0,0,1,0,3,1,6,0,0,30,0,0,0,0,0,12,2007,147000
615,180,1491,4,6,1972,1972,0,150,480,0,630,630,0,0,630,1,0,1,0,1,1,3,0,96,24,0,0,0,0,0,5,2010,75500
616,85,8800,6,7,1963,1963,156,763,0,173,936,1054,0,0,1054,1,0,1,0,3,1,6,0,120,0,0,0,0,0,0,5,2010,137500
617,60,7861,6,5,2002,2003,0,457,0,326,783,807,702,0,1509,1,0,2,1,3,1,7,1,100,75,0,0,0,0,0,6,2006,183200
618,45,7227,6,6,1954,1954,0,0,0,832,832,832,0,0,832,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,6,2008,105500
619,20,11694,9,5,2007,2007,452,48,0,1774,1822,1828,0,0,1828,0,0,2,0,3,1,9,1,0,108,0,0,260,0,0,7,2007,314813
620,60,12244,8,5,2003,2003,226,871,0,611,1482,1482,780,0,2262,1,0,2,1,4,1,10,2,168,0,0,0,0,0,0,8,2008,305000
621,30,8248,3,3,1914,1950,0,41,0,823,864,864,0,0,864,1,0,1,0,2,1,5,0,0,0,100,0,0,0,0,9,2008,67000
622,60,10800,6,7,1974,1997,0,956,182,384,1522,1548,1066,0,2614,0,0,2,1,4,1,9,1,38,243,0,0,0,0,0,6,2008,240000
623,20,7064,5,6,1977,1977,153,560,0,420,980,980,0,0,980,0,0,1,0,3,1,6,0,192,0,0,0,0,0,0,7,2009,135000
624,160,2117,6,5,2000,2000,513,420,0,336,756,756,756,0,1512,0,0,2,1,2,1,4,1,0,32,0,0,0,0,0,6,2007,168500
625,60,10400,6,5,1972,1972,288,247,0,485,732,1012,778,0,1790,1,0,1,2,4,1,8,1,148,0,0,0,147,0,0,11,2006,165150
626,20,10000,6,6,1962,1962,261,0,0,1116,1116,1116,0,0,1116,0,0,1,1,3,1,5,0,0,0,0,0,385,0,0,2,2010,160000
627,20,12342,5,5,1960,1978,0,0,0,978,978,1422,0,0,1422,0,0,1,0,3,1,6,1,0,0,36,0,0,0,600,8,2007,139900
628,80,9600,6,6,1955,1972,164,674,132,350,1156,1520,0,0,1520,1,0,1,0,3,1,7,2,0,0,189,0,0,0,0,3,2010,153000
629,60,11606,5,5,1969,1969,192,650,0,390,1040,1040,1040,0,2080,0,1,1,2,5,1,9,2,335,0,0,0,0,0,0,9,2007,135000
630,80,9020,6,5,1964,1964,259,624,336,288,1248,1350,0,0,1350,1,0,1,1,3,1,6,0,176,0,0,0,0,0,0,6,2008,168500
631,70,9000,5,6,1880,1991,0,0,0,636,636,1089,661,0,1750,0,0,1,0,3,1,8,0,0,0,293,0,0,0,0,6,2006,124000
632,120,4590,8,5,2006,2006,108,24,0,1530,1554,1554,0,0,1554,0,0,2,0,2,1,6,1,156,73,0,0,0,0,0,8,2007,209500
633,20,11900,7,5,1977,1977,209,822,0,564,1386,1411,0,0,1411,0,0,2,0,3,1,6,1,192,0,0,0,0,0,0,4,2009,82500
634,20,9250,5,7,1954,2005,0,480,468,108,1056,1056,0,0,1056,0,1,1,0,3,1,6,0,390,0,0,0,0,0,0,7,2007,139400
635,90,6979,6,5,1980,1980,0,1056,0,0,1056,1056,0,0,1056,2,0,0,0,0,2,4,0,264,56,0,0,0,0,600,6,2010,144000
636,190,10896,6,7,1914,1995,0,256,0,1184,1440,1440,1440,515,3395,0,0,2,0,8,2,14,0,0,110,0,0,0,0,0,3,2007,200000
637,30,6120,2,3,1936,1950,0,0,0,264,264,800,0,0,800,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,1,2009,60000
638,190,6000,5,4,1954,1954,0,0,0,811,811,811,576,0,1387,0,0,2,0,3,2,7,0,0,0,0,0,0,0,0,11,2009,93000
639,30,8777,5,7,1910,1950,0,0,0,796,796,796,0,0,796,0,0,1,0,2,1,4,0,328,0,164,0,0,0,0,5,2008,85000
640,120,3982,8,5,2006,2006,0,1154,0,366,1520,1567,0,0,1567,1,0,2,0,1,1,7,1,312,0,0,0,0,0,0,10,2006,264561
641,120,12677,8,5,2003,2004,472,1218,0,300,1518,1518,0,0,1518,0,0,1,1,1,1,6,1,185,140,0,0,0,0,0,4,2008,274000
642,60,7050,7,5,2001,2001,0,738,0,319,1057,1057,872,0,1929,1,0,2,1,3,1,7,1,0,235,0,0,0,0,0,5,2007,226000
643,80,13860,8,7,1972,1995,0,1410,0,542,1952,2000,704,0,2704,1,0,2,1,4,1,9,3,269,111,0,0,0,0,0,7,2009,345000
644,60,10793,5,5,1969,1969,263,493,287,0,780,780,840,0,1620,0,0,2,1,4,1,7,0,208,0,0,0,0,0,0,4,2007,152000
645,20,9187,9,5,2009,2009,162,1121,0,645,1766,1766,0,0,1766,1,0,2,1,2,1,7,1,195,130,0,0,0,0,0,10,2009,370878
646,20,10530,6,5,1971,1971,0,282,35,664,981,981,0,0,981,1,0,1,1,3,1,5,0,0,312,40,0,0,0,0,3,2007,143250
647,20,7200,5,5,1950,1950,0,0,0,0,0,1048,0,0,1048,0,0,1,0,3,1,7,0,0,27,0,0,0,0,0,7,2008,98300
648,20,10452,6,5,1953,1953,216,500,0,594,1094,1094,0,0,1094,0,0,1,0,3,1,5,2,0,0,0,0,287,0,0,6,2008,155000
649,60,7700,6,5,1966,1966,351,0,0,756,756,1051,788,0,1839,0,0,1,1,4,1,7,1,0,124,216,0,0,0,0,6,2010,155000
650,180,1936,4,6,1970,1970,0,131,499,0,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,12,2007,84500
651,60,8125,7,6,2007,2007,NA,0,0,813,813,822,843,0,1665,0,0,2,1,3,1,7,0,0,0,0,0,0,0,0,5,2008,205950
652,70,9084,4,5,1940,1950,0,0,0,755,755,755,755,0,1510,1,0,1,0,4,1,7,1,120,0,0,0,0,0,0,10,2009,108000
653,60,8750,7,5,1996,1996,0,0,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,0,120,0,0,0,0,0,7,2009,191000
654,50,10320,6,7,1906,1995,0,0,0,756,756,756,713,0,1469,0,0,1,0,3,1,7,0,57,0,239,0,0,0,0,6,2008,135000
655,20,10437,8,6,1995,1995,660,1696,0,413,2109,2113,0,0,2113,1,0,2,1,2,1,7,1,236,46,0,0,0,0,0,8,2008,350000
656,160,1680,6,5,1971,1971,381,0,0,525,525,525,567,0,1092,0,0,1,1,3,1,6,0,0,0,0,0,0,0,0,3,2010,88000
657,20,10007,5,7,1959,2006,54,806,0,247,1053,1053,0,0,1053,1,0,1,1,3,1,5,0,0,0,0,0,0,0,0,8,2008,145500
658,70,7200,7,6,1931,2000,0,0,0,776,776,851,651,0,1502,0,0,1,1,3,1,6,1,0,0,112,0,0,0,0,2,2008,149000
659,50,17503,6,5,1948,1950,0,0,0,912,912,912,546,0,1458,0,1,1,0,3,1,6,1,192,0,0,0,0,0,0,1,2010,97500
660,20,9937,5,7,1964,1999,0,637,0,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,0,0,0,0,0,0,0,3,2009,167000
661,60,12384,7,7,1976,1976,233,0,0,793,793,1142,793,0,1935,0,0,2,1,3,1,7,1,0,113,252,0,0,0,0,11,2007,197900
662,60,46589,8,7,1994,2005,528,1361,180,88,1629,1686,762,0,2448,1,0,2,1,4,1,8,1,517,76,0,0,0,0,0,7,2009,402000
663,20,13560,6,3,1968,1968,216,0,0,1392,1392,1392,0,0,1392,1,0,1,0,2,1,5,2,0,0,240,0,0,0,0,7,2009,110000
664,85,10012,4,5,1972,1972,0,920,180,38,1138,1181,0,0,1181,1,0,2,0,3,1,6,0,0,0,180,0,0,0,0,4,2008,137500
665,20,20896,8,5,2005,2006,0,1721,0,356,2077,2097,0,0,2097,1,0,1,1,1,1,8,1,192,267,0,0,0,0,0,1,2006,423000
666,60,11194,8,5,2000,2000,40,0,0,1406,1406,1454,482,0,1936,0,0,2,1,3,1,7,1,188,124,0,0,0,0,0,11,2006,230500
667,60,18450,6,5,1965,1979,113,187,723,111,1021,1465,915,0,2380,0,0,2,1,3,1,7,1,0,265,0,0,0,0,0,8,2007,129000
668,20,8125,6,5,1994,1998,258,1138,0,270,1408,1679,0,0,1679,1,0,2,0,3,1,7,1,224,42,0,0,0,0,0,10,2008,193500
669,20,14175,5,6,1956,1987,0,988,0,200,1188,1437,0,0,1437,1,0,1,1,3,1,6,1,304,0,0,0,0,0,0,11,2006,168000
670,30,11600,4,5,1922,1950,0,0,0,700,700,1180,0,0,1180,0,0,1,0,2,1,5,1,0,0,67,0,0,0,0,7,2006,137500
671,60,8633,6,5,2005,2005,0,193,0,545,738,738,738,0,1476,1,0,2,1,3,1,7,0,100,35,0,0,0,0,0,2,2009,173500
672,70,6629,6,6,1925,1950,0,551,0,121,672,697,672,0,1369,1,0,2,0,3,1,6,0,147,0,0,0,0,0,0,7,2009,103600
673,20,11250,6,6,1977,1977,0,767,0,441,1208,1208,0,0,1208,1,0,1,1,3,1,6,1,198,42,0,0,0,0,0,6,2006,165000
674,20,14442,6,7,1957,2004,106,1186,0,291,1477,1839,0,0,1839,1,0,2,0,3,1,7,2,0,87,0,0,200,0,0,6,2007,257500
675,20,9200,6,6,1965,1965,0,892,0,244,1136,1136,0,0,1136,1,0,1,0,3,1,5,1,426,0,0,0,0,0,0,7,2008,140000
676,160,2289,6,6,1978,1978,0,311,0,544,855,855,586,0,1441,0,0,2,1,3,1,7,1,28,0,0,0,0,0,0,4,2009,148500
677,70,9600,4,2,1900,1950,0,0,0,1095,1095,1095,679,0,1774,1,0,2,0,4,2,8,0,0,0,90,0,0,0,0,5,2006,87000
678,30,9022,5,8,1924,2006,0,0,0,768,768,792,0,0,792,0,0,1,0,2,1,5,0,316,0,120,0,0,0,0,5,2009,109500
679,20,11844,8,5,2008,2008,464,0,0,2046,2046,2046,0,0,2046,0,0,2,1,3,1,7,1,322,82,0,0,0,0,0,7,2009,372500
680,20,9945,5,5,1961,1961,57,827,0,161,988,988,0,0,988,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,10,2007,128500
681,120,8012,6,5,1980,1980,0,543,119,261,923,923,0,0,923,0,0,2,0,2,1,5,1,80,0,0,0,0,0,0,5,2010,143000
682,50,4500,5,5,1932,2000,0,182,0,611,793,848,672,0,1520,0,0,1,0,3,1,6,0,0,0,56,0,0,0,0,7,2009,159434
683,120,2887,6,5,1996,1997,0,1003,0,288,1291,1291,0,0,1291,1,0,1,0,2,1,6,1,307,0,0,0,0,0,0,11,2008,173000
684,20,11248,9,5,2002,2002,215,1059,0,567,1626,1668,0,0,1668,1,0,2,0,3,1,7,1,257,45,0,0,0,0,0,7,2007,285000
685,60,16770,7,5,1998,1998,30,0,0,1195,1195,1195,644,0,1839,0,0,2,1,4,1,7,0,0,81,0,0,0,0,0,6,2010,221000
686,160,5062,7,5,1984,1984,0,828,182,180,1190,1190,900,0,2090,1,0,2,0,3,1,6,1,219,0,0,0,0,0,0,9,2007,207500
687,60,10207,7,6,2007,2007,0,0,0,874,874,874,887,0,1761,0,0,3,0,3,1,7,0,144,105,0,0,0,0,0,8,2007,227875
688,160,5105,7,5,2004,2004,0,239,0,312,551,551,551,0,1102,0,0,2,1,2,1,4,0,0,60,0,0,0,0,0,3,2007,148800
689,20,8089,8,6,2007,2007,0,945,0,474,1419,1419,0,0,1419,1,0,2,0,2,1,7,1,140,0,0,0,0,0,0,10,2007,392000
690,120,7577,6,5,2005,2006,256,20,0,1342,1362,1362,0,0,1362,0,0,2,0,2,1,6,1,192,28,0,0,0,0,0,6,2007,194700
691,120,4426,6,5,2004,2004,147,697,0,151,848,848,0,0,848,1,0,1,0,1,1,3,1,149,0,0,0,0,0,0,5,2008,141000
692,60,21535,10,6,1994,1995,1170,1455,0,989,2444,2444,1872,0,4316,0,1,3,1,4,1,10,2,382,50,0,0,0,0,0,1,2007,755000
693,60,26178,7,5,1989,1990,293,965,0,245,1210,1238,1281,0,2519,1,0,2,1,4,1,9,2,320,27,0,0,0,0,0,4,2006,335000
694,30,5400,5,6,1921,1968,0,0,0,1073,1073,1073,0,0,1073,0,0,1,0,2,1,4,0,0,0,112,0,0,0,0,12,2006,108480
695,50,6120,5,6,1936,1950,0,0,0,927,927,1067,472,0,1539,0,0,1,1,3,1,5,0,112,0,0,0,0,0,0,4,2009,141500
696,20,13811,6,6,1987,1987,72,980,40,92,1112,1137,0,0,1137,1,0,2,0,2,1,5,1,125,0,0,0,0,0,0,7,2006,176000
697,30,6000,5,7,1921,1950,0,616,0,0,616,616,0,0,616,0,0,1,0,2,1,4,0,0,0,129,0,0,0,0,6,2006,89000
698,20,6420,5,7,1952,1952,0,210,551,219,980,1148,0,0,1148,0,1,1,0,2,1,6,0,0,0,0,0,0,0,0,9,2006,123500
699,20,8450,5,8,1965,2009,0,553,117,224,894,894,0,0,894,1,0,1,0,3,1,5,1,416,144,0,0,0,0,0,4,2010,138500
700,120,4282,7,5,2004,2004,0,16,0,1375,1391,1391,0,0,1391,0,0,2,0,2,1,5,0,156,158,0,0,0,0,0,7,2008,196000
701,20,14331,8,5,2002,2002,630,1274,0,526,1800,1800,0,0,1800,1,0,2,0,3,1,7,1,270,78,0,0,0,0,0,5,2006,312500
702,20,9600,7,5,1969,1969,168,0,0,1164,1164,1164,0,0,1164,0,0,1,1,3,1,6,0,0,0,0,0,0,0,0,7,2006,140000
703,60,12438,8,5,2006,2006,466,0,0,1234,1234,1264,1312,0,2576,0,0,2,1,4,1,10,1,324,100,0,0,0,0,0,7,2006,361919
704,190,7630,5,9,1900,1996,0,0,0,360,360,1032,780,0,1812,0,0,2,0,4,2,8,1,344,0,40,0,0,0,0,5,2010,140000
705,20,8400,7,5,2004,2005,109,712,0,761,1473,1484,0,0,1484,1,0,2,0,3,1,7,0,0,35,0,144,0,0,0,5,2010,213000
706,190,5600,4,5,1930,1950,0,0,0,0,0,372,720,0,1092,0,0,2,0,3,2,7,0,0,0,0,0,0,0,3500,7,2010,55000
707,20,115149,7,5,1971,2002,351,1219,0,424,1643,1824,0,0,1824,1,0,2,0,2,1,5,2,380,48,0,0,0,0,0,6,2007,302000
708,120,6240,8,5,2006,2006,176,863,0,461,1324,1324,0,0,1324,1,0,2,0,2,1,6,1,192,38,0,0,0,0,0,12,2009,254000
709,60,9018,7,5,2007,2007,0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,100,24,0,0,0,0,0,7,2007,179540
710,20,7162,5,7,1966,1966,41,0,0,876,876,904,0,0,904,0,0,1,0,3,1,6,0,0,0,0,0,0,0,0,12,2008,109900
711,30,4130,3,6,1935,2003,0,0,0,270,270,729,0,0,729,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,7,2008,52000
712,50,8712,4,7,1900,1950,0,0,0,859,859,859,319,0,1178,0,0,1,0,2,1,7,0,68,0,98,0,0,0,0,1,2010,102776
713,120,4671,8,5,1988,1989,0,767,0,461,1228,1228,0,0,1228,1,0,2,0,2,1,5,1,168,120,0,0,0,0,0,10,2008,189000
714,190,9873,4,5,1970,1970,160,789,0,171,960,960,0,0,960,1,0,1,0,3,1,6,0,0,288,0,0,0,0,0,5,2006,129000
715,60,13517,6,8,1976,2005,289,533,0,192,725,725,754,0,1479,0,0,2,1,3,1,6,0,0,44,0,0,0,0,0,3,2010,130500
716,20,10140,6,5,1974,1974,174,0,0,1064,1064,1350,0,0,1350,0,0,2,0,3,1,7,1,0,0,0,0,0,0,0,8,2009,165000
717,70,10800,7,8,1890,1998,0,0,0,718,718,1576,978,0,2554,0,0,1,1,3,1,8,0,0,48,143,0,0,0,0,7,2007,159500
718,20,10000,5,6,1973,2000,0,1084,0,92,1176,1178,0,0,1178,0,1,1,1,3,1,5,1,224,0,0,0,0,0,0,11,2008,157000
719,60,10542,7,5,1993,1994,651,1173,0,138,1311,1325,1093,0,2418,1,0,2,1,3,1,9,1,250,154,216,0,0,0,0,8,2008,341000
720,20,9920,5,6,1969,1969,0,523,0,448,971,971,0,0,971,0,0,1,1,3,1,5,1,0,0,0,0,0,0,0,5,2006,128500
721,120,6563,8,5,1985,1985,0,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,114,28,234,0,0,0,0,12,2006,275000
722,120,4426,6,5,2004,2004,169,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,0,160,0,0,0,0,0,0,5,2010,143000
723,20,8120,4,7,1970,1970,0,191,0,673,864,864,0,0,864,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,7,2009,124500
724,50,8172,4,6,1954,1972,0,0,0,941,941,997,473,0,1470,0,0,2,0,4,1,7,0,0,0,0,0,156,0,0,5,2008,135000
